Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0,0.0,0.0,77.29237,0.0,0.0,0.0,-11.459155,0.0,0.0,24.064226,-12.605071,0.0,-11.459155,0.0,0.0,24.064226,-12.605071,0.0,0.0,0.0,0.0,5.7295775,13.750985,0.0,27.50197,0.0,0.0,0.0,5.7295775,-13.750985,0.0,27.50197,0.0,0.0,0.0
1,0.0,0.002578,77.29051,0.0,0.0,0.0,-11.466767,-0.0022185,0.0008734,24.080414,-12.6136465,0.0023843,-11.466697,-0.0022185,0.0008734,24.080267,-12.613568,0.0023843,-0.0011451,0.0008588,0.0007157,5.72184,13.75664,-0.0044641,27.506737,-0.0026785,0.0011904,-0.001488,5.7169294,-13.755598,0.0047617,27.509708,0.0026785,-0.001488,0.0017856
2,0.0,0.0196779,77.27817,0.0,0.0,0.0,-11.517115,-0.0169312,0.0066824,24.187492,-12.670378,0.0182022,-11.516586,-0.0169313,0.0066823,24.186367,-12.669781,0.0182022,-0.0087407,0.0065555,0.005463,5.6705146,13.7941475,-0.0340749,27.53832,-0.0204449,0.0090866,-0.0113583,5.6330323,-13.786199,0.0363465,27.561033,0.0204449,-0.0113583,0.01363
3,0.0,0.0633011,77.24669,0.0,0.0,0.0,-11.644489,-0.0544394,0.0216261,24.458378,-12.8139,0.0585777,-11.642805,-0.05444,0.0216245,24.454796,-12.812002,0.0585775,-0.0281177,0.0210883,0.0175736,5.53958,13.889831,-0.1096141,27.618896,-0.0657685,0.0292304,-0.036538,5.4190044,-13.864254,0.1169218,27.69197,0.0657685,-0.036538,0.0438457
4,0.0,0.1428611,77.18927,0.0,0.0,0.0,-11.872977,-0.1227568,0.049333,24.944294,-13.071369,0.1322988,-11.869246,-0.1227594,0.0493247,24.936357,-13.067164,0.1322982,-0.0634575,0.0475931,0.0396609,5.300781,14.064338,-0.2473828,27.76585,-0.1484297,0.0659688,-0.0824609,5.0286593,-14.006616,0.263875,27.930767,0.1484297,-0.0824609,0.0989531
5,0.0,0.2653624,77.100876,0.0,0.0,0.0,-12.21571,-0.227727,0.0931038,25.673128,-13.457603,0.2460241,-12.208966,-0.227736,0.0930761,25.658781,-13.449999,0.246022,-0.1178713,0.0884035,0.0736696,4.9330935,14.333032,-0.45951,27.992119,-0.275706,0.122536,-0.15317,4.4276323,-14.225813,0.490144,28.298458,0.275706,-0.15317,0.183804
6,0.0,0.4355788,76.978035,0.0,0.0,0.0,-12.675182,-0.3731611,0.1560662,26.650106,-13.975432,0.4044818,-12.664495,-0.3731848,0.1559944,26.627363,-13.963376,0.404476,-0.1934797,0.1451098,0.1209248,4.4221897,14.706386,-0.7542622,28.306519,-0.4525572,0.2011366,-0.2514207,3.5925016,-14.530391,0.8045463,28.80936,0.4525572,-0.2514207,0.3017048
7,0.0,0.6562317,76.8188,0.0,0.0,0.0,-13.244855,-0.5610007,0.2412039,27.861162,-14.61749,0.6106548,-13.22941,-0.5610531,0.2410473,27.828287,-14.6000595,0.610641,-0.2914915,0.2186186,0.1821822,3.7599013,15.190367,-1.1363517,28.71408,-0.681811,0.3030272,-0.3787839,2.5099144,-14.925216,1.2121086,29.471647,0.681811,-0.3787839,0.4545407
8,0.0,0.9281688,76.62256,0.0,0.0,0.0,-13.911635,-0.7915048,0.3512711,29.278194,-15.368985,0.8659465,-13.890776,-0.7916068,0.3509715,29.233782,-15.345428,0.8659183,-0.4122832,0.3092124,0.257677,2.9436834,15.786832,-1.6072468,29.216368,-0.9643481,0.4285991,-0.5357489,1.175712,-15.41181,1.7143964,30.287868,0.9643481,-0.5357489,0.6428987
9,0.0,1.2505424,76.389915,0.0,0.0,0.0,-14.658552,-1.0634515,0.4886341,30.864708,-16.21069,1.1703268,-14.631784,-1.0636314,0.4881152,30.80769,-16.180437,1.1702738,-0.5554784,0.4166088,0.347174,1.9760807,16.493925,-2.1654792,29.811817,-1.2992874,0.577461,-0.7218264,-0.4059465,-15.988649,2.3098443,31.255468,1.2992874,-0.7218264,0.8661916
10,0.0,1.620988,76.12259,0.0,0.0,0.0,-15.4670515,-1.3743427,0.6550856,32.580704,-17.12151,1.5224563,-15.434028,-1.3746369,0.6542539,32.510334,-17.084152,1.5223641,-0.7200266,0.54002,0.4500166,0.8641899,17.306461,-2.8069544,30.496061,-1.6841727,0.7485212,-0.9356514,-2.2234602,-16.651506,2.9940848,32.36736,1.6841727,-0.9356514,1.1227818
11,0.0,2.0358024,75.823235,0.0,0.0,0.0,-16.318665,-1.7206059,0.8516694,34.38623,-18.080357,1.9197934,-16.279163,-1.7210578,0.8504167,34.30202,-18.03563,1.9196434,-0.9042829,0.6782122,0.5651768,-0.380874,18.216316,-3.5252607,31.262253,-2.1151564,0.9400695,-1.1750869,-4.258661,-17.393755,3.760278,33.612423,2.1151564,-1.1750869,1.4101043
12,0.0,2.490123,75.49538,0.0,0.0,0.0,-17.196035,-2.0977843,1.0785363,36.243614,-19.067326,2.3586903,-17.149933,-2.098445,1.0767426,36.145283,-19.015072,2.3584588,-1.1060876,0.8295657,0.6913048,-1.744515,19.212822,-4.311977,32.101414,-2.5871859,1.1498604,-1.4373255,-6.487689,-18.206696,4.5994415,34.976067,2.5871859,-1.4373255,1.7247906
