Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
0,0.0,0.0,77.29237,0.0,0.0,0.0,-11.459155,-0.0,-0.0,24.064226,-12.605071,-0.0,-11.459155,-0.0,-0.0,24.064226,-12.605071,-0.0,0.0,-0.0,0.0,5.7295775,13.750985,-0.0,27.50197,-0.0,0.0,-0.0,5.7295775,-13.750985,0.0,27.50197,0.0,0.0,0.0
1,0.0,-0.0027819,77.29036,0.0,0.0,0.0,-11.467294,0.0023941,-0.0009425,24.081533,-12.614241,-0.0025729,-11.467369,0.0023941,-0.0009425,24.081694,-12.614325,-0.0025729,0.0012488,-0.0009366,0.0007805,5.7158756,13.755984,-0.0051584,27.510355,-0.0029016,-0.001612,-0.0019344,5.721195,-13.757112,0.004836,27.50713,0.0029016,0.0012896,0.001612
2,0.0,-0.0212078,77.27706,0.0,0.0,0.0,-11.521038,0.0182473,-0.0072033,24.195835,-12.674798,-0.0196176,-11.521608,0.0182472,-0.0072035,24.197046,-12.67544,-0.0196176,0.0095205,-0.0071404,0.0059503,5.6251216,13.7890835,-0.0393247,27.565876,-0.0221201,-0.012289,-0.0147467,5.6656747,-13.797683,0.0368669,27.541296,0.0221201,0.0098312,0.012289
3,0.0,-0.0681321,77.2432,0.0,0.0,0.0,-11.656692,0.0585917,-0.0232901,24.48433,-12.827649,-0.0630509,-11.658503,0.0585911,-0.023292,24.48818,-12.82969,-0.0630511,0.0305856,-0.0229392,0.019116,5.3940015,13.873373,-0.1263345,27.707268,-0.0710631,-0.0394795,-0.0473754,5.524284,-13.901008,0.1184385,27.628307,0.0710631,0.0315836,0.0394795
4,0.0,-0.1535511,77.18156,0.0,0.0,0.0,-11.899313,0.1319305,-0.0530901,25.0003,-13.101047,-0.1422119,-11.903314,0.1319275,-0.0530996,25.008808,-13.1055565,-0.1422126,0.0689314,-0.0516986,0.0430821,4.973282,14.026813,-0.2847231,27.964647,-0.1601568,-0.088976,-0.1067712,5.2669024,-14.089094,0.2669279,27.786694,0.1601568,0.0711808,0.088976
5,0.0,-0.2848054,77.086845,0.0,0.0,0.0,-12.261939,0.244374,-0.1001398,25.771423,-13.509698,-0.2640958,-12.269148,0.2443637,-0.1001715,25.786758,-13.517825,-0.2640982,0.1278535,-0.0958901,0.0799084,4.326806,14.262584,-0.5281022,28.36014,-0.2970576,-0.165032,-0.1980384,4.8714113,-14.378107,0.4950959,28.030073,0.2970576,0.1320256,0.165032
6,0.0,-0.4667833,76.95551,0.0,0.0,0.0,-12.746065,0.3997984,-0.1677878,26.800789,-14.055307,-0.4335794,-12.757448,0.3997712,-0.1678699,26.82501,-14.068149,-0.433586,0.2095462,-0.1571596,0.1309664,3.4304976,14.589476,-0.865536,28.90847,-0.486864,-0.27048,-0.324576,4.323082,-14.778811,0.81144,28.36751,0.486864,0.216384,0.27048
7,0.0,-0.7021238,76.78568,0.0,0.0,0.0,-13.343585,0.600035,-0.259212,28.070967,-14.728739,-0.6536286,-13.359975,0.5999753,-0.2593899,28.105852,-14.747238,-0.6536444,0.3151941,-0.2363956,0.1969963,2.2713587,15.012219,-1.3019177,29.617588,-0.7323286,-0.4068493,-0.4882191,3.6139612,-15.297014,1.2205478,28.803892,0.7323286,0.3254794,0.4068493
8,0.0,-0.9914193,76.57691,0.0,0.0,0.0,-14.039634,0.8450856,-0.3773099,29.55004,-15.513184,-0.9254847,-14.061691,0.8449699,-0.3776484,29.597004,-15.538099,-0.9255173,0.4450634,-0.3337975,0.2781646,0.8464713,15.531883,-1.838346,30.489283,-1.0340695,-0.5744831,-0.6893797,2.7422655,-15.934022,1.7234493,29.34032,1.0340695,0.4595865,0.5744831
9,0.0,-1.3334192,76.33011,0.0,0.0,0.0,-14.815556,1.1333522,-0.5245118,31.197853,-16.387487,-1.2488248,-14.843766,1.1331488,-0.5250953,31.257952,-16.419378,-1.2488858,0.5985924,-0.4489442,0.3741202,-0.8380046,16.146221,-2.4725015,31.519789,-1.3907821,-0.7726568,-0.9271881,1.7117625,-16.687082,2.31797,29.974474,1.3907821,0.6181254,0.7726568
